ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF179K01WP4,118978,DP,OMF,9.33,32.82
INF179K01WQ2,118979,GR,OMF,9.07,53.63
INF179K01WR0,118978,DR,OMF,9.33,32.82
INF179K01VO9,118960,DP,OMF,9.00,10.16
INF179K01VP6,118960,DR,OMF,9.00,10.16
INF179K01VQ4,118961,GR,OMF,9.00,54.49
INF179KB1HO2,119090,DP,GMF,10.00,1027.36
INF179KB1HP9,119091,GR,GMF,10.00,5510.58
INF179KB1HQ7,119090,DR,GMF,10.00,1027.36
INF179K01XO5,118988,DP,OMF,9.46,80.67
INF179K01XQ0,118989,GR,OMF,9.00,227.18
INF179K01XP2,118988,DR,OMF,9.46,80.67
INF179K01XG1,119119,DR,OMF,9.00,15.24
INF179K01XI7,119120,DR,OMF,9.00,16.04
INF179K01XE6,119118,GR,OMF,9.00,89.89
INF179K01XF3,119119,DP,OMF,9.00,15.24
INF179K01XH9,119120,DP,OMF,9.00,16.04
INF209KC1167,152801,DP,OMF,9.07,13.48
INF109KC19X9,153068,DP,OMF,9.00,10.45
INF179K01XB2,118986,DP,OMF,9.00,10.46
INF179K01XD8,118987,GR,OMF,9.00,35.19
INF179K01XC0,118986,DR,OMF,9.00,10.46
INF179K01XR8,119129,DP,OMF,9.00,14.96
INF179K01XS6,119129,DR,OMF,9.00,14.96
INF247L01CW5,152712,GR,OMF,9.00,12.52
INF247L01DB7,152762,DP,OMF,9.00,11.68
INF769K01NG0,153198,GR,OMF,9.00,12.14
INF179K01XZ1,119062,GR,OMF,9.00,123.87
INF179K01XY4,119061,DR,OMF,9.00,17.60
INF247L01CV7,152711,GR,OMF,9.00,12.35
INF179K01YM7,119016,GR,OMF,9.00,35.22
INF277KA1CC0,152742,GR,OMF,9.00,9.25
INF109KC18X1,153068,DR,OMF,9.00,10.45
INF174KA1UE2,153150,GR,OMF,9.00,11.10
INF209KC1373,153124,GR,OMF,9.00,11.07
INF789F1AZJ5,152864,GR,OMF,9.00,10.45
INF179K01WL3,119069,GR,OMF,9.00,67.50
INF179K01XT4,119128,GR,OMF,9.00,75.98
INF179K01XX6,119061,DP,OMF,9.00,17.60
INF174KA1UK9,153223,GR,OMF,9.00,11.56
INF179KC1JF5,153264,DP,OMF,9.00,10.44
INF769K01NI6,153199,DP,OMF,9.00,12.14
INF179KC1JI9,153405,DP,OMF,9.00,9.91
INF0R8701269,152941,GR,OMF,9.00,11.62
INF277KA1CL1,152954,GR,OMF,9.04,14.94
INF666M01IQ3,152925,GR,OMF,9.13,14.11
INF194KB1314,146187,GR,GMF,5.00,1443.44
INF174K01NA6,101893,GR,GMF,10.00,4788.15
INF174K01NB4,101892,DR,GMF,10.00,1061.81
INF174K01NI9,100835,GR,GMF,10.00,5610.16
INF178L01BO1,133782,GR,OMF,9.00,3994.05
INF178L01BP8,133787,DR,OMF,9.00,1301.11
INF178L01BQ6,133787,DP,OMF,9.00,1301.11
INF223J01BP6,138288,GR,GMF,10.00,361.48
INF109K017W5,122168,DR,OMF,9.00,22.52
INF109K018W3,122168,DP,OMF,9.00,22.52
INF223J01FK8,138343,GR,OMF,9.00,36.02
INF247L01171,122388,DP,OMF,9.93,20.29
INF247L01163,122388,DR,OMF,9.93,20.29
INF247L01155,122387,GR,OMF,9.47,49.15
INF205K01TM0,114359,GR,OMF,9.00,2866.24
INF205K01UN6,105185,GR,OMF,9.00,3764.00
INF205K01SD1,112123,GR,GMF,10.00,3241.38
INF109K01X81,120252,DP,OMF,9.00,70.84
INF109K01Y31,120592,GR,OMF,9.00,1040.79
INF903J01IN3,100784,GR,OMF,9.00,45.50
INF903J01IO1,100793,DP,OMF,9.00,11.53
INF903J01IR4,100793,DR,OMF,9.00,11.53
INF179KC1JH1,153404,GR,OMF,9.00,9.84
INF277KA1CO5,152951,GR,OMF,9.00,15.10
INF846KA1036,153245,GR,OMF,9.00,10.96
INF277KA1CM9,152955,DR,OMF,9.04,14.94
INF251K01UC3,153170,GR,OMF,9.00,11.02
INF769K01MQ1,152972,GR,OMF,9.00,9.99
INF761K01GI7,153139,GR,OMF,9.00,10.92
INF109KC10Y6,153070,GR,OMF,9.00,10.65
INF109KC17X3,153069,GR,OMF,9.00,10.45
INF666M01IT7,152927,GR,OMF,9.00,14.01
INF789F1AZI7,152865,GR,OMF,9.00,10.36
INF769K01NJ4,153196,GR,OMF,9.00,12.42
INF277KA1BZ3,152746,GR,OMF,9.00,9.13
INF179KC1JE8,153265,DP,OMF,9.00,10.38
INF209KC1407,153126,DP,OMF,9.00,10.84
INF769K01NH8,153199,DR,OMF,9.00,12.14
INF277KA1CE6,152743,DR,OMF,9.00,9.25
INF247L01ES9,153365,GR,OMF,9.00,13.73
INF174KA1UN3,153221,GR,OMF,9.00,11.48
INF109KC16Y3,153161,GR,OMF,9.00,10.43
INF209KC1159,152800,GR,OMF,9.07,13.48
INF174KA1TY2,153146,GR,OMF,9.00,11.00
INF769K01MO6,152974,GR,OMF,9.00,9.89
INF03VN01951,152962,GR,OMF,9.00,10.20
INF109KC13Y0,153162,GR,OMF,9.00,10.34
INF846KA1044,153244,GR,OMF,9.00,11.09
INF247L01DC5,152762,DR,OMF,9.00,11.68
INF789F1AA80,153205,GR,OMF,9.00,10.25
INF761K01GL1,153140,GR,OMF,9.00,10.72
INF789F1AA98,153204,GR,OMF,9.00,10.50
INF03VN01969,152963,GR,OMF,9.00,9.91
INF174KA1UH5,153148,GR,OMF,9.00,11.02
INF209KC1399,153127,GR,OMF,9.00,10.84
INF174KA1UB8,153145,GR,OMF,9.00,10.91
INF109K018C5,120590,GR,GMF,10.00,117.25
INF109K01Y15,120593,DP,OMF,9.00,44.69
INF109K011O5,120596,GR,OMF,9.00,1143.15
INF109K010O7,120597,DR,OMF,9.00,53.41
INF109K019N0,120597,DP,OMF,9.00,53.41
INF109K015K4,120334,GR,OMF,9.00,885.99
INF109K014K7,120335,DR,OMF,9.00,58.92
INF109K013K9,120335,DP,OMF,9.00,58.92
INF109K017L8,120743,GR,OMF,9.00,102.05
INF109K015N8,120755,DR,OMF,9.00,12.68
INF109K014N1,120755,DP,OMF,9.00,12.68
INF109K013N3,120754,GR,OMF,9.00,70.31
INF109K010F5,120604,DR,OMF,9.00,10.57
INF109K019E9,120604,DP,OMF,9.00,10.57
INF109K017C7,120589,DR,GMF,10.00,18.71
INF109K016C9,120589,DP,GMF,10.00,18.71
INF109K01Y07,120251,GR,OMF,9.00,452.20
INF109K01X99,120252,DR,OMF,9.00,70.84
INF109K014O9,120599,GR,OMF,9.00,954.10
INF109K013O1,120598,DR,OMF,9.00,63.78
INF109K012O3,120598,DP,OMF,9.00,63.78
INF109K016L0,120586,GR,OMF,9.00,119.52
INF109K015L2,120585,DR,OMF,9.00,60.47
INF109K014L5,120585,DP,OMF,9.00,60.47
INF109K013J1,120244,GR,OMF,9.00,150.80
INF109K012J3,120245,DR,OMF,9.00,69.29
INF109K011J5,120245,DP,OMF,9.00,69.29
INF109K01V83,120619,GR,OMF,9.00,44.96
INF109K01V67,120617,DR,OMF,9.00,11.51
INF109K01V59,120617,DP,OMF,9.00,11.51
INF109K016B1,120692,GR,OMF,9.00,33.39
INF109K01P81,120424,DR,OMF,9.00,102.40
INF109K012A2,120258,DR,OMF,9.00,13.18
INF109K018B7,120697,DR,OMF,9.00,10.22
INF109K017B9,120697,DP,OMF,9.00,10.22
INF109K012C8,120694,DR,OMF,9.00,15.70
INF109K019B5,120694,DP,OMF,9.00,15.70
INF109K01O66,120397,DR,OMF,9.00,105.74
INF109K01O82,120398,GR,OMF,9.00,588.93
INF109K01P16,120396,DR,OMF,9.00,105.61
INF109K01P08,120396,DP,OMF,9.00,105.61
INF109K01P24,120423,DR,OMF,9.00,100.43
INF109K01P57,120425,GR,OMF,9.00,497.89
INF109K01P73,120424,DP,OMF,9.00,102.40
INF109K01S47,120613,DP,OMF,9.00,16.83
INF903J01IC6,100786,DR,OMF,9.00,18.94
INF109K01Q15,120188,DR,GMF,10.00,100.16
INF109K01Q49,120197,GR,GMF,10.00,415.29
INF109K01Q98,120190,DP,GMF,10.00,100.29
INF109K01R22,120209,DR,GMF,10.00,100.14
INF109K01R14,120211,GR,GMF,10.00,410.01
INF109K010A6,120256,GR,OMF,9.00,36.35
INF109K01V00,120711,GR,OMF,9.00,38.19
INF109K01V42,120709,DR,OMF,9.00,11.99
INF109K01V34,120709,DP,OMF,9.00,11.99
INF109K01T04,120676,GR,OMF,9.00,32.02
INF109K01T46,120677,DR,OMF,9.00,10.79
INF109K01T38,120677,DP,OMF,9.00,10.79
INF109K011A4,120258,DP,OMF,9.00,13.18
INF109K015E7,120600,DR,OMF,9.00,27.59
INF109K014E0,120600,DP,OMF,9.00,27.59
INF109K013E2,120601,DR,OMF,9.00,11.54
INF109K012E4,120601,DP,OMF,9.00,11.54
INF109K018E1,120602,DR,OMF,9.00,12.37
INF109K017E3,120602,DP,OMF,9.00,12.37
INF109K016E5,120603,GR,OMF,9.00,42.51
INF109K010K5,120322,DR,OMF,9.00,114.70
INF109K011K3,120322,DP,OMF,9.00,114.70
INF109K012K1,120323,GR,OMF,9.00,508.05
INF109K015O6,120365,DR,OMF,9.00,17.82
INF109K017O2,120365,DP,OMF,9.00,17.82
INF109K016O4,120364,GR,OMF,9.00,39.20
INF109K011B2,120376,DR,OMF,9.00,29.53
INF109K010B4,120376,DP,OMF,9.00,29.53
INF109K012B0,120377,GR,OMF,9.00,86.99
INF109K010N9,120380,DR,OMF,10.38,70.34
INF109K019M2,120380,DP,OMF,10.38,70.34
INF109K011N7,120381,GR,OMF,10.05,379.72
INF109K017M6,120622,DR,OMF,9.59,48.88
INF109K016M8,120622,DP,OMF,9.59,48.88
INF109K018M4,120621,GR,OMF,9.20,223.70
INF109K01S70,120615,DR,OMF,9.00,16.30
INF109K01S62,120615,DP,OMF,9.00,16.30
INF109K01S54,120613,DR,OMF,9.00,16.83
INF109K01S96,120614,DR,OMF,9.00,15.03
INF109K01S88,120614,DP,OMF,9.00,15.03
INF109K01S39,120616,GR,OMF,9.00,87.50
INF109K015A5,120670,GR,OMF,9.00,53.29
INF109K019A7,120671,DR,OMF,9.00,11.65
INF109K018A9,120671,DP,OMF,9.00,11.65
INF903J01HW6,100789,GR,OMF,9.00,42.34
INF903J01HY2,100786,DP,OMF,9.00,18.94
INF109K017Y1,122651,DR,OMF,9.00,101.68
INF109K013Z7,122531,DR,OMF,9.00,101.68
INF109K014Z5,122531,DP,OMF,9.00,101.68
INF109K015Z2,122995,DR,OMF,9.00,110.20
INF109K016Z0,122995,DP,OMF,9.00,110.20
INF109K018Y9,122651,DP,OMF,9.00,101.68
INF740K01QQ3,104138,GR,OMF,9.00,3611.09
INF740K01QS9,117063,DP,OMF,9.00,1080.75
INF740K01QR1,117063,DR,OMF,9.00,1080.75
INF204K013R8,122765,DP,OMF,9.00,22.49
INF204K014R6,122765,DR,OMF,9.00,22.49
INF204K01XG7,118634,DP,OMF,9.00,40.13
INF204K01XH5,118634,DR,OMF,9.00,40.13
INF204K01XI3,118632,GR,OMF,9.00,100.90
INF204K01YA8,118587,DP,OMF,9.00,18.84
INF204K01YB6,118587,DR,OMF,9.00,18.84
INF204K01XZ7,118585,GR,OMF,9.00,30.59
INF204K01XM5,118591,DP,OMF,9.60,104.49
INF204K01XN3,118591,DR,OMF,9.60,104.49
INF204K01XO1,118589,GR,OMF,9.00,719.39
INF204K01YH3,143494,GR,OMF,9.00,4758.26
INF204K01YI1,143497,DP,OMF,9.00,1033.84
INF204K01YJ9,143497,DR,OMF,9.00,1033.84
INF204K01I76,118760,DP,OMF,11.24,76.93
INF204K01I84,118760,DR,OMF,11.24,76.93
INF204K01I92,118763,GR,OMF,10.12,419.68
INF204K01A25,118747,GR,OMF,9.00,42.25
INF204K01E05,118656,GR,OMF,9.00,50.66
INF204K01XQ6,118670,DP,GMF,10.00,11.76
INF204K01XR4,118670,DR,GMF,10.00,11.76
INF204K01XP8,118672,GR,GMF,10.00,44.62
INF204K01E39,118666,DP,OMF,10.78,192.20
INF204K01E47,118666,DR,OMF,10.78,192.20
INF204K01E54,118668,GR,OMF,9.66,4954.98
INF204K01XS2,118687,GR,OMF,9.00,105.04
INF204K01ZP3,118719,GR,GMF,10.00,4489.44
INF204K01ZQ1,118720,DP,GMF,10.00,1025.76
INF204K01ZR9,118720,DR,GMF,10.00,1025.76
INF204K01F79,118693,DP,OMF,9.00,45.32
INF204K01F87,118693,DR,OMF,9.00,45.32
INF204K01F95,118692,GR,OMF,9.00,135.90
INF204K01ZH0,118701,GR,GMF,10.00,6871.28
INF204K01ZI8,118696,DP,GMF,10.00,1589.80
INF204K01ZJ6,118696,DR,GMF,10.00,1589.80
INF204K01YV4,118726,GR,OMF,9.00,68.45
INF204K01YW2,118727,DP,OMF,9.00,11.75
INF204K01YX0,118727,DR,OMF,9.00,11.75
INF204K01G03,118702,GR,OMF,9.00,2463.48
INF204K01ZU3,118709,GR,OMF,9.00,4240.83
INF204K01ZX7,118704,DP,OMF,9.00,1042.53
INF204K01ZY5,118704,DR,OMF,9.00,1042.53
INF204K01ZZ2,118705,DP,OMF,9.00,1020.95
INF204K01A09,118705,DR,OMF,9.00,1020.95
INF204K01C15,118814,GR,OMF,9.00,66.90
INF204K01G78,118738,DP,OMF,9.00,45.88
INF204K01G86,118738,DR,OMF,9.00,45.88
INF204K01G94,118736,GR,OMF,9.00,208.55
INF204K01XD4,118652,DP,OMF,9.33,86.47
INF204K01XE2,118652,DR,OMF,9.33,86.47
INF204K01XF9,118650,GR,OMF,9.00,334.20
INF204K01I35,118756,DP,OMF,9.00,170.63
INF204K01I43,118756,DR,OMF,9.00,170.63
INF204K01I50,118759,GR,OMF,9.00,623.48
INF204K01B16,118793,DP,OMF,9.00,37.71
INF204K01B24,118793,DR,OMF,9.00,37.71
INF204K01B08,118794,GR,OMF,9.00,120.69
INF204K01A74,118780,GR,OMF,9.00,41.84
INF204K01K23,118782,DP,OMF,9.66,65.34
INF204K01K31,118782,DR,OMF,9.66,65.34
INF204K01K49,118784,GR,OMF,9.00,247.40
INF204K01B40,118797,DP,OMF,9.00,11.76
INF204K01B32,118796,GR,OMF,9.00,61.19
INF204K01J83,118777,GR,OMF,9.39,204.14
INF204K01J91,118775,DP,OMF,10.12,108.57
INF204K01K07,118775,DR,OMF,10.12,108.57
INF204K01K15,118778,GR,OMF,9.39,204.14
INF204K01L30,118801,DP,OMF,9.26,45.90
INF204K01L48,118801,DR,OMF,9.26,45.90
INF204K01L55,118803,GR,OMF,9.00,145.02
INF204K01F04,118676,DP,OMF,9.72,70.34
INF204K01F12,118676,DR,OMF,9.72,70.34
INF204K01F20,118678,GR,OMF,9.00,1605.36
INF205KA1239,148612,DP,OMF,12.78,14.27
INF754K01NP3,149342,DR,OMF,9.00,16.75
INF740KA1RD5,150429,DR,OMF,9.00,13.89
INF247L01EZ4,153482,GR,OMF,9.00,12.94
INF03VN01AB7,153355,GR,OMF,9.00,11.61
INF109KC1RG1,145899,DP,OMF,9.00,20.98
INF754K01OU1,150580,DP,OMF,14.84,31.93
INF204KC1ET6,153472,GR,OMF,9.00,10.79
INF740KA1ON1,133923,DR,OMF,9.00,10.15
INF740KA1UP3,152813,GR,OMF,9.00,8.80
INF666M01KC9,153456,GR,OMF,9.00,10.62
INF205KA1270,148614,GR,OMF,12.78,15.07
INF194KB1IG7,152604,DR,OMF,9.00,13.94
INF754K01TT2,153130,GR,OMF,9.00,11.23
INF0QA701BA9,153506,GR,OMF,9.00,9.79
INF740KA1UQ1,152814,GR,OMF,9.00,8.91
INF200KB1654,153434,GR,OMF,9.00,13.70
INF109K1A211,153459,GR,OMF,9.00,10.31
INF00XX01AO1,148971,DP,OMF,9.00,16.05
INF00XX01AP8,148971,DR,OMF,9.00,16.05
INF109K1A179,153457,DP,OMF,9.00,10.31
INF251K01UA7,153000,GR,OMF,9.00,10.99
INF769K01MJ6,152976,GR,OMF,9.00,10.50
INF174V01CH1,153302,DP,OMF,9.00,12.46
INF666M01JK4,153230,GR,OMF,9.00,8.00
INF205KA1247,148613,GR,OMF,12.78,14.27
INF789F1AB71,153516,GR,OMF,9.00,10.31
INF174K01LB8,119768,DR,OMF,9.00,64.58
INF109K1A120,153394,GR,OMF,9.00,11.74
INF0GCD01800,152939,GR,OMF,9.00,13.13
INF277K019B1,119865,DP,OMF,9.00,1008.64
INF789F1AB55,153442,GR,OMF,9.00,10.82
INF0QA701BD3,153480,GR,OMF,9.00,11.38
INF0QA701BG6,153479,GR,OMF,9.00,11.46
INF109KC1RJ5,145898,DP,OMF,9.00,24.10
INF194KA16J0,143259,DP,OMF,9.00,12.65
INF767K01RV4,153249,DP,OMF,9.00,11.94
INF966L01DZ1,153428,GR,OMF,9.00,10.85
INF251K01UT7,153536,GR,OMF,9.00,10.67
INF174KA1TV8,153116,GR,OMF,9.00,11.27
INF247L01EB5,153138,GR,OMF,9.00,13.20
INF174KA1VQ4,153401,GR,OMF,9.00,11.72
INF277KA1DK1,153420,GR,OMF,9.00,11.47
INF109K1A187,153458,GR,OMF,9.00,10.45
INF174KA1WA6,153449,GR,OMF,9.00,10.69
INF769K01OB9,153382,GR,OMF,9.00,11.56
INF740KA1VW7,153486,GR,OMF,21.98,22.89
INF179KC1JK5,153517,GR,OMF,9.00,10.84
INF109KC14U6,152483,DR,OMF,9.00,12.42
INF174KA1WG3,153463,GR,OMF,9.00,8.95
INF740KA1RC7,150429,DP,OMF,9.00,13.89
INF754K01OZ0,150578,DR,OMF,14.84,32.42
INF789F1AZN7,153088,GR,OMF,9.00,10.86
INF179KC1JJ7,153518,GR,OMF,9.00,10.82
INF204KC1FM8,100853,DP,GMF,10.00,1530.30
INF205KA1254,148612,DR,OMF,12.78,14.27
INF966L01DW8,153426,GR,OMF,9.00,10.93
INF03VN01944,152914,GR,OMF,9.00,9.31
INF174KA1JO4,150625,DP,OMF,9.00,16.63
INF00XX01291,147158,DR,GMF,10.00,1001.47
INF789FA1J25,135721,DP,GMF,10.00,1891.76
INF959L01HP8,153363,DP,OMF,9.00,11.55
INF789F01XO1,120739,DR,OMF,9.00,1022.02
INF251K01UB5,153001,GR,OMF,9.00,10.86
INF666M01JX7,153453,GR,OMF,9.00,10.68
INF03VN01936,152915,GR,OMF,9.00,9.59
INF204KC1EW0,153470,GR,OMF,9.00,10.86
INF277KA1DQ8,153511,GR,OMF,9.00,10.57
INF247L01EC3,153137,GR,OMF,9.00,13.07
INF204K01C23,118808,DR,OMF,9.00,17.10
INF1MIY01064,153571,GR,GMF,10.00,1063.36
INF200KA1S63,148694,DP,OMF,9.00,21.37
INF178L01AJ3,133800,DR,OMF,10.51,82.04
INF00XX01655,147787,GR,OMF,9.00,14.27
INF760K01DT3,118274,DR,OMF,9.00,84.18
INF174V01929,147842,DR,OMF,9.92,19.05
INF247L01AA5,147706,DR,OMF,11.44,28.08
INF178L01095,133796,GR,OMF,10.45,69.44
INF846K01VK1,135121,DP,OMF,9.00,13.40
INF200K01842,103401,DR,OMF,9.00,29.69
INF178L01079,133799,DP,OMF,10.45,55.54
INF209KB1Y56,148920,DP,OMF,9.00,19.45
INF00XX01689,147789,GR,OMF,9.00,16.19
INF173K01EM2,149534,DP,OMF,9.00,42.21
INF200K01792,103409,DR,OMF,9.00,37.58
INF205K01LB0,120392,GR,OMF,9.00,86.27
INF174V01937,147842,DP,OMF,9.92,19.05
INF247L01AB3,147706,DP,OMF,11.44,28.08
INF174V01911,147843,GR,OMF,9.00,27.06
INF200K01826,103400,DR,OMF,9.00,29.71
INF200K01834,103401,DP,OMF,9.00,29.69
INF200K01800,103408,GR,OMF,9.00,66.45
INF205K01320,112099,DP,OMF,10.32,26.31
INF205K01304,112098,GR,OMF,9.00,71.02
INF194KB1BS7,148790,GR,GMF,10.00,13.69
INF789F01TC4,120662,GR,OMF,9.00,333.48
INF846K01VL9,135121,DR,OMF,9.00,13.40
INF00XX01671,147786,DR,OMF,9.00,11.95
INF00XX01663,147786,DP,OMF,9.00,11.95
INF194KB1BV1,148792,GR,GMF,10.00,13.87
INF173K01EL4,149534,DR,OMF,9.00,42.21
INF205K01312,112099,DR,OMF,10.32,26.31
INF200K01784,103409,DP,OMF,9.00,37.58
INF760K01DS5,118274,DP,OMF,9.00,84.18
INF178L01AL9,133801,GR,OMF,10.51,82.99
INF178L01087,133799,DR,OMF,10.45,55.54
INF200K01818,103400,DP,OMF,9.00,29.71
INF174V01945,147840,GR,OMF,9.00,30.23
INF247L01213,124233,GR,OMF,9.00,17.35
INF740K01ZP6,124172,GR,OMF,9.00,25.32
INF917K01LA2,151121,DR,OMF,9.00,27.81
INF917K01LB0,151120,GR,OMF,9.00,58.54
INF917K01KZ1,151121,DP,OMF,9.00,27.81
INF247L01247,124234,GR,OMF,9.00,18.53
INF917K01AK4,150995,DP,OMF,9.00,29.40
INF0R8F01075,153436,GR,GMF,5.00,10.67
INF204KC1FN6,118700,DP,GMF,10.00,1530.30
INF760K01LH1,153465,GR,OMF,9.00,11.14
INF174KA1VH3,153351,GR,OMF,9.00,12.19
INF789F01OS1,102545,DP,OMF,9.00,3157.61
INF754K01VB6,153495,GR,OMF,9.00,10.73
INF769K01MG2,152978,GR,OMF,9.00,10.39
INF754K01OY3,150578,DP,OMF,14.84,32.42
INF194KB1IF9,152604,DP,OMF,9.00,13.94
INF109KC13U8,152483,DP,OMF,9.00,12.42
INF200KB1753,153498,GR,OMF,9.00,10.68
INF174V01CG3,153302,DR,OMF,9.00,12.46
INF0QA701AU9,153308,DR,OMF,9.00,12.02
INF277KA1DH7,153425,GR,OMF,9.00,11.36
INF200KB1258,152736,DR,OMF,22.42,23.63
INF251K01UR1,153541,GR,OMF,9.00,10.65
INF767K01RU6,153249,DR,OMF,9.00,11.94
INF789F1AB63,153441,GR,OMF,9.00,10.77
INF204KC1EQ2,153474,GR,OMF,9.00,10.55
INF740KA1OM3,133923,DP,OMF,9.00,10.15
INF174KA1VX0,153447,GR,OMF,9.00,10.89
INF740KA1TG4,152055,DR,OMF,9.00,15.73
INF174KA1KL8,150823,DR,OMF,9.00,13.13
INF1MIY01056,153570,GR,GMF,10.00,1064.03
INF666M01JN8,153232,GR,OMF,9.00,7.94
INF277KA1BI9,152566,DR,OMF,9.00,14.63
INF109K1A096,153396,GR,OMF,9.00,11.69
INF666M01ES8,145590,GR,OMF,9.00,1493.94
INF174KA1TX4,153119,DR,OMF,9.00,11.27
INF0QA701AY1,153508,GR,OMF,9.00,9.71
INF277KA1DT2,153513,GR,OMF,9.00,10.64
INF209KA1KN3,119540,DP,OMF,9.00,15.02
INF0QA701AT1,153308,DP,OMF,9.00,12.02
INF194KB1JK7,153350,GR,OMF,9.00,12.71
INF247L01EW1,153484,GR,OMF,9.00,13.05
INF174KA1VE0,153353,GR,OMF,9.00,12.24
INF0R8701236,152943,GR,OMF,9.00,11.31
INF769K01MA5,152970,GR,OMF,9.00,10.23
INF174KA1TW6,153119,DP,OMF,9.00,11.27
INF754K01NO6,149342,DP,OMF,9.00,16.75
INF754K01OV9,150580,DR,OMF,14.84,31.93
INF754K01UX2,153497,GR,OMF,9.00,10.81
INF789F01XN3,120739,DP,OMF,9.00,1022.02
INF00XX01DG1,153260,GR,OMF,9.00,11.59
INF740KA1VZ0,153487,GR,OMF,21.84,23.00
INF200KB1688,153432,GR,OMF,9.00,13.78
INF251K01UM2,153548,GR,OMF,9.00,11.13
INF200KB1241,152736,DP,OMF,22.42,23.63
INF209K01WR5,119658,DR,OMF,9.00,80.88
INF204KC1EN9,153475,GR,OMF,9.00,10.48
INF174KA1JP1,150625,DR,OMF,9.00,16.63
INF174KA1KK0,150823,DP,OMF,9.00,13.13
INF666M01KQ9,153525,GR,OMF,23.45,21.49
INF760K01LG3,153466,GR,OMF,9.00,10.96
INF174KA1VT8,153399,GR,OMF,9.00,11.65
INF194K01VY7,108692,DR,GMF,10.00,1001.42
INF194K01FV6,108633,DR,OMF,9.00,10.10
INF194KA17J8,143259,DR,OMF,9.00,12.65
INF174KA1TS4,153118,GR,OMF,9.00,11.55
INF174KA1WD0,153461,GR,OMF,9.00,9.03
INF205KA1288,148615,DR,OMF,12.78,15.07
INF200KB1720,153500,GR,OMF,9.00,10.66
INF789F1AB89,153515,GR,OMF,9.00,10.49
INF247L01DN2,152964,GR,OMF,9.00,9.21
INF740KA1TF6,152055,DP,OMF,9.00,15.73
INF205KA1262,148615,DP,OMF,12.78,15.07
INF277K010C8,119865,DR,OMF,9.00,1008.64
INF109K1A161,153457,DR,OMF,9.00,10.31
INF204KA1EQ4,125268,DP,OMF,9.00,22.78
INF204KA1ER2,125268,DR,OMF,9.00,22.78
INF090I01FI7,118532,DP,OMF,11.64,102.85
INF090I01FJ5,118532,DR,OMF,11.64,102.85
INF090I01FH9,118533,GR,OMF,9.00,3127.47
INF090I01FL1,118534,DP,OMF,9.00,69.15
INF090I01FM9,118534,DR,OMF,9.00,69.15
INF090I01FK3,118535,GR,OMF,9.00,1788.42
INF090I01IO9,118524,DP,OMF,11.11,52.35
INF090I01IP6,118524,DR,OMF,11.11,52.35
INF090I01IQ4,118525,GR,OMF,9.07,201.44
INF090I01GA2,118547,DP,OMF,9.00,33.97
INF090I01GB0,118547,DR,OMF,9.00,33.97
INF090I01FZ1,118546,GR,OMF,9.00,308.84
INF090I01JD0,118556,DP,OMF,10.71,51.47
INF090I01JE8,118556,DR,OMF,10.71,51.47
INF090I01JF5,118557,GR,OMF,9.39,172.19
INF090I01FO5,118462,DP,OMF,9.13,48.63
INF090I01FP2,118462,DR,OMF,9.13,48.63
INF090I01FN7,118531,GR,OMF,9.00,1105.90
INF090I01IL5,118509,DP,OMF,9.00,22.43
INF090I01IM3,118509,DR,OMF,9.00,22.43
INF090I01IN1,118510,GR,OMF,9.00,207.28
INF090I01IU6,118563,DP,OMF,9.00,40.03
INF090I01IV4,118563,DR,OMF,9.00,40.03
INF090I01IW2,118564,GR,OMF,9.00,114.84
INF090I01IR2,118526,DP,OMF,9.00,26.71
INF090I01IS0,118526,DR,OMF,9.00,26.71
INF090I01IT8,118527,GR,OMF,9.00,149.20
INF090I01FW8,118569,GR,OMF,9.00,115.19
INF209K011W7,125595,GR,OMF,9.00,64.18
INF209K01UU3,119511,GR,GMF,10.00,400.24
INF209K01VA3,119568,GR,GMF,10.00,453.48
INF209K010W9,125596,DP,OMF,9.93,23.47
INF209K012W5,125596,DR,OMF,9.93,23.47
INF846K01CO3,120467,DP,OMF,9.00,31.97
INF846K01CP0,120467,DR,OMF,9.00,31.97
INF846K01CQ8,120468,GR,OMF,9.00,62.83
INF846K01CR6,120438,GR,OMF,9.00,2883.43
INF846K01CX4,120389,GR,GMF,10.00,3122.66
INF846K01CY2,120391,DP,GMF,10.00,1002.53
INF846K01CZ9,120391,DR,GMF,10.00,1002.53
INF846K01DA0,120388,DR,GMF,10.00,1001.45
INF846K01DB8,120390,DP,GMF,10.00,1003.12
INF846K01DC6,120390,DR,GMF,10.00,1003.12
INF846K01DN3,120466,DP,OMF,9.00,24.94
INF846K01DO1,120466,DR,OMF,9.00,24.94
INF846K01DP8,120465,GR,OMF,9.00,68.84
INF846K01DT0,120475,GR,OMF,9.00,33.10
INF846K01EF7,120504,DP,OMF,9.92,54.23
INF846K01EG5,120504,DR,OMF,9.92,54.23
INF846K01EH3,120505,GR,OMF,9.00,139.92
INF846K01EI1,120510,GR,OMF,9.00,36.04
INF846K01EJ9,120511,DP,OMF,9.00,10.07
INF846K01EK7,120511,DR,OMF,9.00,10.07
INF846K01EN1,120513,GR,OMF,9.00,3464.69
INF846K01EQ4,120515,DR,OMF,9.00,1012.47
INF846K01EY8,120502,DR,OMF,9.00,50.29
