2.50%GOLDBONDS2030SR-X        ,SGBMAR30X ,GB,N,0014471.76,0014844.00,0014844.00,0014707.01,0014746.53,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0014749.00
2.50%GOLDBONDS2031SR-I        ,SGBJUN31I ,GB,N,0014563.63,0014940.00,0014989.99,0014849.81,0014896.77,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0014929.88
2.50%GOLDBONDS2031SR-II       ,SGBSEP31II,GB,N,0014570.39,0014710.00,0015000.00,0014701.02,0014971.00,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0015000.00
2.50%GOLDBONDS2031SR-III      ,SGBDE31III,GB,N,0014646.31,0014750.00,0015049.00,0014750.00,0014990.17,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0015039.00
2.50%GOLDBONDS2031SR-IV       ,SGBMAR31IV,GB,N,0014469.53,0014724.79,0014907.76,0014712.12,0014874.29,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0014870.00
2.50%GOLDBONDS2032SR-IV       ,SGBFEB32IV,GB,N,0014858.05,0015155.21,0015219.98,0014952.00,0015144.47,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0015174.99
20 MICRONS LTD                ,20MICRONS ,EQ,N,0000201.78,0000203.00,0000209.00,0000200.05,0000204.36,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000203.10
21ST CENTURY MGMT SERVICE     ,21STCENMGM,EQ,N,0000031.75,0000032.00,0000032.38,0000031.38,0000031.45,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000031.40
360 ONE WAM LIMITED           ,360ONE    ,EQ,N,0001070.00,0001084.00,0001120.90,0001077.50,0001109.50,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001110.00
360ONEAMC - GOLD360           ,GOLD360   ,EQ,N,0000139.20,0000141.00,0000142.60,0000141.00,0000142.10,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000142.30
360ONEAMC - MSCI360           ,MSCI360   ,EQ,N,0000010.14,0000010.16,0000010.18,0000010.06,0000010.14,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000010.14
360ONEAMC - SILVER360         ,SILVER360 ,EQ,N,0000222.59,0000229.00,0000229.00,0000226.26,0000227.65,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000228.20
3B BLACKBIO DX LTD.           ,3BBLACKBIO,EQ,N,0001205.80,0001208.90,0001221.40,0001168.10,0001173.50,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001171.60
3I INFOTECH LIMITED           ,3IINFOLTD ,EQ,N,0000017.41,0000017.75,0000018.00,0000017.38,0000017.80,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000017.74
3M INDIA LIMITED              ,3MINDIA   ,EQ,N,0033960.00,0034105.00,0035360.00,0033800.00,0035235.00,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0035200.00
3P LAND HOLDINGS LIMITED      ,3PLAND    ,EQ,N,0000032.67,0000031.25,0000033.50,0000031.25,0000033.48,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000033.45
5PAISA CAPITAL LIMITED        ,5PAISA    ,EQ,N,0000385.30,0000389.40,0000398.00,0000382.70,0000387.65,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000385.00
63 MOONS TECHNOLOGIES LTD     ,63MOONS   ,EQ,N,0000661.50,0000666.80,0000674.80,0000655.25,0000657.90,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000658.00
7.40% TAX FREETRI SRIII       ,740IIFCL33,N1,N,0001134.10,0001140.00,0001140.00,0001140.00,0001140.00,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001140.00
7.43% TAX FREE TRI SR3B       ,743REC35  ,NH,N,0001200.00,0001204.00,0001205.00,0001204.00,0001205.00,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001205.00
7.64% TAX FREE TRI SRIIB      ,764NABAR31,N2,N,0001099.10,0001099.90,0001100.01,0001099.50,0001100.01,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001100.01
7.64% TAX FREETRI SR2B        ,764HUDCO31,N8,N,0001119.94,0001108.00,0001116.00,0001107.50,0001115.61,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001112.10
7.69% TAX FREETRII SR2B       ,769HUDCO31,N9,N,0001121.50,0001123.50,0001124.99,0001123.00,0001124.99,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001124.99
7.74% TAX FREE NCD            ,774IREDA31,N7,N,0001126.69,0001125.00,0001125.00,0001125.00,0001125.00,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001125.00
8.12/8.32% TAX FREE NCD       ,812REC27  ,NI,N,0001015.62,0001019.90,0001019.99,0001015.00,0001016.47,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001017.00
8.20 NCD05MAR27 FV 1000       ,82HUDCO27 ,N2,N,0001039.51,0001047.98,0001047.98,0001044.99,0001044.99,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001044.99
8.30% TAX FREE NCD            ,830PFCL27 ,N5,N,0001072.00,0001072.00,0001079.00,0001072.00,0001075.66,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001075.00
8.75% TAX FREE TR I S IIB     ,875NHAI29 ,N6,N,0001105.86,0001107.99,0001107.99,0001107.99,0001107.99,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001107.99
8.76% TAX FREETRI SR2B        ,876HUDCO28,ND,N,0001129.99,0001130.50,0001135.00,0001130.50,0001135.00,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001135.00
8.92% TAX FREE NCD            ,892PFCL33 ,N8,N,0001278.61,0001319.99,0001319.99,0001265.50,0001274.96,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001275.00
9.01% TAX FREETRII SR3B       ,901HUDCO34,NE,N,0001281.00,0001277.00,0001299.00,0001273.00,0001273.00,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001273.00
A B COTSPIN INDIA LIMITED     ,ABCOTS    ,EQ,N,0000219.72,0000218.94,0000225.49,0000217.26,0000218.73,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000218.99
A B INFRABUILD LIMITED        ,ABINFRA   ,EQ,N,0000010.93,0000011.10,0000011.24,0000010.80,0000010.93,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000010.95
A B M KNOWLEDGEWARE LTD.      ,ABMKNO    ,EQ,N,0000213.29,0000217.00,0000220.00,0000215.50,0000216.02,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000220.00
A C S TECHNOLOGIES LTD.       ,ACSTECH   ,EQ,N,0000044.24,0000045.00,0000045.02,0000043.65,0000043.99,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000044.00
A G UNIVERSAL LIMITED         ,AGUL      ,SM,N,0000060.75,0000057.75,0000057.75,0000057.75,0000057.75,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000057.75
A K CAPITAL SERVICES LTD.     ,AKCAPIT   ,EQ,N,0001765.40,0001765.40,0001789.90,0001746.00,0001770.30,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001771.00
A2Z INFRA ENGINEERING LTD     ,A2ZINFRA  ,EQ,N,0000013.70,0000013.80,0000014.72,0000013.57,0000014.01,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000014.01
AAA TECHNOLOGIES LIMITED      ,AAATECH   ,EQ,N,0000098.34,0000099.39,0000099.39,0000098.00,0000098.03,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000098.00
AADHAR HOUSING FINANCE L      ,AADHARHFC ,EQ,N,0000535.70,0000539.90,0000558.80,0000533.85,0000555.60,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000557.00
AAKAAR MEDICAL TECHNO LTD     ,AAKAAR    ,SM,N,0000072.60,0000071.05,0000071.05,0000069.00,0000069.00,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000069.00
AAKASH EXPLORATION SER L      ,AAKASH    ,EQ,N,0000009.03,0000008.98,0000009.17,0000008.86,0000008.96,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000008.94
AARADHYA DISPOSAL INDUS L     ,AARADHYA  ,SM,N,0000070.40,0000077.80,0000077.80,0000077.80,0000077.80,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000077.80
AAREY DRUGS & PHARM LTD       ,AAREYDRUGS,BE,G,0000086.60,0000084.87,0000084.87,0000084.87,0000084.87,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000084.87
AARNAV FASHIONS LIMITED       ,AARNAV    ,EQ,N,0000025.06,0000024.90,0000025.33,0000024.60,0000024.65,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000024.60
AARON INDUSTRIES LIMITED      ,AARON     ,EQ,N,0000117.57,0000116.55,0000118.78,0000116.55,0000118.64,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000118.75
AARTECH SOLONICS LIMITED      ,AARTECH   ,EQ,N,0000048.19,0000047.95,0000048.49,0000047.50,0000047.90,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000047.99
AARTI DRUGS LTD.              ,AARTIDRUGS,EQ,N,0000384.45,0000385.95,0000394.85,0000383.75,0000386.60,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000386.60
AARTI INDUSTRIES LTD          ,AARTIIND  ,EQ,N,0000482.05,0000485.00,0000489.70,0000479.15,0000487.70,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000488.35
AARTI PHARMALABS LIMITED      ,AARTIPHARM,EQ,N,0000697.20,0000699.85,0000718.95,0000698.55,0000706.35,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000706.00
AARTI SURFACTANTS LIMITED     ,AARTISURF ,EQ,N,0000381.10,0000380.80,0000386.95,0000380.00,0000382.65,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000381.50
AARVI ENCON LIMITED           ,AARVI     ,EQ,N,0000143.20,0000144.36,0000147.59,0000142.51,0000144.12,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000144.99
AATMAJ HEALTHCARE LIMITED     ,AATMAJ    ,SM,N,0000018.75,0000018.35,0000020.50,0000018.35,0000020.50,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000020.50
AAVAS FINANCIERS LIMITED      ,AAVAS     ,EQ,N,0001503.90,0001504.10,0001525.20,0001493.00,0001506.10,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001505.00
ABAN OFFSHORE LTD.            ,ABAN      ,BE,N,0000014.52,0000015.24,0000015.24,0000015.24,0000015.24,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000015.24
ABANS ENTERPRISES LTD.        ,ABANSENT  ,BE,N,0000029.73,0000029.73,0000029.90,0000028.55,0000029.48,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000028.90
ABANS FINANCIAL SRVCS LTD     ,AFSL      ,EQ,N,0000201.15,0000201.88,0000201.88,0000201.00,0000201.07,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000201.00
ABB INDIA LIMITED             ,ABB       ,EQ,N,0006861.00,0006881.00,0006975.00,0006752.00,0006950.50,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0006969.50
ABBOTT INDIA LIMITED          ,ABBOTINDIA,EQ,N,0025725.00,0025850.00,0026120.00,0025615.00,0025895.00,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0026090.00
ABCL 7.8% SR V                ,78ABCL33  ,N1,N,0001045.00,0000895.20,0001000.00,0000895.20,0001000.00,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001000.00
ABCL 8% SR I                  ,8ABCL26   ,N2,N,0001051.20,0001056.00,0001056.00,0001056.00,0001056.00,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001056.00
ABM INTERNATIONAL LTD         ,ABMINTLLTD,EQ,N,0000041.25,0000041.20,0000041.90,0000041.20,0000041.90,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000041.90
ABS MARINE SERVICES LTD       ,ABSMARINE ,ST,N,0000239.15,0000241.00,0000243.95,0000239.00,0000241.35,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000242.00
ACC LIMITED                   ,ACC       ,EQ,N,0001350.70,0001355.00,0001395.40,0001355.00,0001393.80,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001394.00
ACCELYA SOLN INDIA LTD        ,ACCELYA   ,EQ,N,0001106.60,0001112.40,0001131.50,0001104.20,0001126.00,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001130.00
ACCENT MICROCELL LIMITED      ,ACCENTMIC ,SM,N,0000497.60,0000497.95,0000507.50,0000496.00,0000499.25,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000499.90
ACCORD SYNERGY LIMITED        ,ACCORD    ,ST,N,0000161.85,0000169.90,0000169.90,0000169.90,0000169.90,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000169.90
ACCRETION PHARMA LIMITED      ,ACCPL     ,ST,N,0000162.00,0000159.50,0000159.50,0000155.60,0000155.65,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000155.65
ACCURACY SHIPPING LIMITED     ,ACCURACY  ,BE,N,0000005.45,0000005.45,0000005.59,0000005.25,0000005.38,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000005.40
ACE INTEGRATED SOLU. LTD.     ,ACEINTEG  ,EQ,N,0000021.38,0000021.38,0000022.10,0000021.38,0000021.44,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000021.40
ACME SOLAR HOLDINGS LTD       ,ACMESOLAR ,EQ,N,0000393.25,0000395.00,0000398.15,0000380.00,0000383.25,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000385.00
ACTION CONST EQUIP LTD        ,ACE       ,EQ,N,0001016.70,0001020.00,0001022.50,0000988.10,0000989.90,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000990.00
ACUTAAS CHEMICALS LIMITED     ,ACUTAAS   ,EQ,N,0003691.80,0003709.00,0003730.90,0003656.10,0003694.80,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0003681.60
ADANI ENERGY SOLUTION LTD     ,ADANIENSOL,EQ,N,0001556.90,0001562.00,0001579.00,0001514.00,0001568.80,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001574.10
ADANI ENTERPRISES LIMITED     ,ADANIENT  ,EQ,N,0003177.50,0003192.00,0003224.00,0003105.50,0003212.10,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0003209.90
ADANI GREEN ENERGY LTD        ,ADANIGREEN,EQ,N,0001555.20,0001559.90,0001566.60,0001518.50,0001556.20,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001560.00
ADANI PORT & SEZ LTD          ,ADANIPORTS,EQ,N,0001883.20,0001885.00,0001891.10,0001865.00,0001874.20,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001869.40
ADANI POWER LTD               ,ADANIPOWER,EQ,N,0000224.55,0000225.75,0000226.32,0000219.55,0000221.79,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000221.90
ADANI TOTAL GAS LIMITED       ,ATGL      ,EQ,N,0000733.45,0000739.00,0000739.00,0000717.10,0000721.75,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000721.00
ADDICTIVE LEARNING TECH L     ,ADDICTIVE ,SM,N,0000042.75,0000044.15,0000044.85,0000044.15,0000044.60,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000044.60
ADF FOODS LIMITED             ,ADFFOODS  ,EQ,N,0000317.10,0000318.80,0000329.35,0000317.40,0000320.40,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000319.80
ADISOFT TECHNOLOGIES LTD      ,ADISOFT   ,SM,N,0000196.45,0000198.60,0000201.05,0000195.00,0000196.50,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000196.50
ADIT BIRL SUN LIF AMC LTD     ,ABSLAMC   ,EQ,N,0001191.30,0001199.00,0001203.60,0001162.00,0001178.40,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001179.00
ADITYA BIRLA CAPITAL LTD.     ,ABCAPITAL ,EQ,N,0000392.95,0000396.40,0000405.00,0000393.85,0000401.25,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000401.50
ADITYA BIRLA FASHION & RT     ,ABFRL     ,EQ,N,0000061.88,0000062.21,0000063.25,0000061.50,0000062.47,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000062.65
ADITYA BIRLA LIFES BRAN L     ,ABLBL     ,EQ,N,0000098.29,0000098.87,0000099.68,0000097.55,0000097.89,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000098.06
ADITYA BIRLA MONEY LTD        ,BIRLAMONEY,EQ,N,0000143.66,0000144.16,0000145.99,0000143.02,0000144.53,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000144.01
ADITYA BIRLA REAL EST LTD     ,ABREL     ,EQ,N,0001424.10,0001425.00,0001470.00,0001400.00,0001405.60,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001412.00
ADITYA INFOTECH LIMITED       ,CPPLUS    ,EQ,N,0003480.30,0003490.00,0003609.00,0003490.00,0003588.40,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0003600.20
ADITYA ULTRA STEEL LTD        ,AUSL      ,SM,N,0000025.90,0000027.15,0000027.15,0000027.05,0000027.15,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000027.15
ADITYA VISION LIMITED         ,AVL       ,EQ,N,0000640.35,0000640.55,0000654.90,0000633.50,0000638.55,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000635.00
ADITYBIRLA SL GOLD ETF-GR     ,BSLGOLDETF,EQ,N,0000125.05,0000127.80,0000128.03,0000127.08,0000127.84,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000127.90
ADITYBIRLA SL NIF ETF-GR      ,BSLNIFTY  ,EQ,N,0000028.28,0000028.10,0000028.98,0000028.10,0000028.42,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000028.41
ADOR WELDING LTD              ,ADOR      ,EQ,N,0001286.10,0001310.00,0001360.00,0001289.10,0001317.80,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0001320.50
ADROIT INFOTECH LIMITED       ,ADROITINFO,EQ,N,0000009.01,0000009.10,0000009.18,0000008.90,0000008.97,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000008.93
ADVAIT ENRGY TRANSITION L     ,ADVAIT    ,EQ,N,0002262.50,0002273.50,0002285.50,0002162.90,0002188.20,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0002191.00
ADVANCE AGROLIFE LIMITED      ,ADVANCE   ,EQ,N,0000114.81,0000116.99,0000119.03,0000113.05,0000113.80,    ,              ,                  ,0000000.00,0000000.00,03-JUL-2026,        ,0000113.93
